,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
289,308,Text,1995-08-01,Three Men in a Boat (To Say Nothing of the Dog),en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927","Young men -- Travel -- England -- Thames River -- Fiction; Boats and boating -- England -- Thames River -- Fiction; Dogs -- Fiction; Humorous stories, English; Thames River (England) -- Fiction; Male friendship -- Fiction",PR,Best Books Ever Listings; Humor,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/0/308/308-0.txt
303,322,Text,1995-09-01,St. Ives: Being the Adventures of a French Prisoner in England,en,"Stevenson, Robert Louis, 1850-1894",Prisoners of war -- Fiction; French -- England -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/2/322/322.txt
304,323,Text,2008-06-29,Verses 1889-1896,en,"Kipling, Rudyard, 1865-1936",Poetry; India -- Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/2/323/323.txt
306,325,Text,2008-07-11,Phantastes: A Faerie Romance for Men and Women,en,"MacDonald, George, 1824-1905",Fantasy fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/2/325/325-0.txt
310,329,Text,1995-09-01,Island Nights' Entertainments,en,"Stevenson, Robert Louis, 1850-1894",Short stories; Islands of the Pacific -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/2/329/329-0.txt
314,333,Text,1995-09-01,Robert Louis Stevenson,en,"Raleigh, Walter Alexander, Sir, 1861-1922","Stevenson, Robert Louis, 1850-1894; Authors, Scottish -- 19th century -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/333/333.txt
324,343,Text,1995-10-01,Fables,en,"Stevenson, Robert Louis, 1850-1894","Fiction; Short stories; Fables, Scottish",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/343/343.txt
325,344,Text,1995-10-01,"The Merry Men, and Other Tales and Fables",en,"Stevenson, Robert Louis, 1850-1894",Boys -- Fiction; Treasure troves -- Fiction; Paranormal fiction; Great Britain -- History -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/344/344-0.txt
326,345,Text,1995-10-01,Dracula,en,"Stoker, Bram, 1847-1912","Horror tales; Epistolary fiction; Gothic fiction; Vampires -- Fiction; Dracula, Count (Fictitious character) -- Fiction; Transylvania (Romania) -- Fiction; Whitby (England) -- Fiction",PR,Horror; Gothic Fiction; Mystery Fiction; Movie Books,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/345/345-0.txt
332,351,Text,1995-10-01,Of Human Bondage,en,"Maugham, W. Somerset (William Somerset), 1874-1965",Orphans -- Fiction; People with disabilities -- Fiction; Physicians -- Fiction; Bildungsromans; Artists -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/5/351/351-0.txt
334,353,Text,2008-07-05,"In Flanders Fields, and Other Poems",en,"McCrae, John, 1872-1918; Macphail, Andrew, 1864-1938 [Contributor]","World War, 1914-1918 -- Poetry; Patriotic poetry; English poetry; McCrae, John, 1872-1918",PR,"World War I; Bestsellers, American, 1895-1923",['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/5/353/353.txt
336,355,Text,1995-11-01,The Parasite: A Story,en,"Doyle, Arthur Conan, 1859-1930",Horror tales; Mesmerism -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/5/355/355.txt
337,356,Text,2008-07-02,Beyond the City,en,"Doyle, Arthur Conan, 1859-1930",Suburbs -- Great Britain -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/5/356/356.txt
338,357,Text,1995-11-01,"A Dream of John Ball; and, A King's Lesson",en,"Morris, William, 1834-1896","Historical fiction; Ball, John, -1381 -- Fiction; Tyler's Insurrection, 1381 -- Fiction; Matthias I, King of Hungary, 1443-1490 -- Fiction; Peasant uprisings -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/5/357/357.txt
351,370,Text,1995-12-01,The Fortunes and Misfortunes of the Famous Moll Flanders,en,"Defoe, Daniel, 1661?-1731",London (England) -- Fiction; Picaresque literature; Adventure stories; Criminals -- Fiction; Prostitutes -- Fiction; Children of prisoners -- Fiction; British -- Virginia -- Fiction; Women -- England -- Fiction; Repentance -- Fiction; Virginia -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/7/370/370-0.txt
353,372,Text,1995-12-01,"Prince Otto, a Romance",en,"Stevenson, Robert Louis, 1850-1894",Nobility -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/7/372/372.txt
354,373,Text,1995-12-01,"Lay Morals, and Other Papers",en,"Stevenson, Robert Louis, 1850-1894; Stevenson, Fanny Van de Grift, 1840-1914 [Author of introduction, etc.]",Essays; Short stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/7/373/373.txt
357,376,Text,2006-01-16,"A Journal of the Plague Year
Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London",en,"Defoe, Daniel, 1661?-1731","Historical fiction; Great Fire, London, England, 1666 -- Fiction; Plague -- Fiction; London (England) -- History -- 17th century -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/7/376/376-0.txt
361,380,Text,1995-12-01,Weir of Hermiston: An Unfinished Romance,en,"Stevenson, Robert Louis, 1850-1894",Fathers and sons -- Fiction; Domestic fiction; Young men -- Fiction; Country life -- Fiction; Scotland -- Fiction; Judges -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/8/380/380.txt
362,381,Text,1995-12-01,Memories and Portraits,en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894; Authors, Scottish -- 19th century -- Biography; Scotland -- Social life and customs -- 19th century",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/8/381/381.txt
364,383,Text,1995-12-01,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",en,"Goldsmith, Oliver, 1730?-1774",Comedies,PR,Harvard Classics,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/8/383/383-0.txt
367,386,Text,1996-01-01,"Virginibus Puerisque, and Other Papers",en,"Stevenson, Robert Louis, 1850-1894",Essays,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/8/386/386-0.txt
368,387,Text,1996-01-01,"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894",en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894 -- Correspondence; Authors, Scottish -- 19th century -- Correspondence; Stevenson, Robert Louis, 1850-1894 -- Travel -- Samoan Islands; Colvin, Sidney, 1845-1927 -- Correspondence",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/8/387/387-0.txt
370,389,Text,1996-01-01,The Great God Pan,en,"Machen, Arthur, 1863-1947",Horror tales; Paranormal fiction,PR,Horror,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/8/389/389-0.txt
374,393,Text,1996-01-01,The Blue Lagoon: A Romance,en,"Stacpoole, H. De Vere (Henry De Vere), 1863-1951",Islands -- Fiction; Love stories; Bildungsromans; Cousins -- Fiction; Adventure stories; Shipwrecks -- Fiction; Castaways -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/9/393/393-0.txt
375,394,Text,1996-01-01,Cranford,en,"Gaskell, Elizabeth Cleghorn, 1810-1865; Brock, C. E. (Charles Edmund), 1870-1938 [Illustrator]",England -- Fiction; Sisters -- Fiction; Pastoral fiction; Villages -- Fiction; Older women -- Fiction; Female friendship -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/9/394/394-0.txt
376,395,Text,1996-01-01,"The Holy War, Made by King Shaddai Upon Diabolus, for the Regaining of the Metropolis of the World; Or, The Losing and Taking Again of the Town of Mansoul",en,"Bunyan, John, 1628-1688",Soul; Christian fiction; Spiritual warfare -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/9/395/395-0.txt
378,397,Text,1996-01-01,"L'Allegro, Il Penseroso, Comus, and Lycidas",en,"Milton, John, 1608-1674",Cheerfulness -- Poetry; Melancholy -- Poetry; Didactic poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/9/397/397.txt
394,413,Text,1996-01-01,Ballads,en,"Stevenson, Robert Louis, 1850-1894",Poetry; Ballads,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/1/413/413-0.txt
396,415,Text,1996-01-01,"The Bible in Spain
Or, the Journeys, Adventures, and Imprisonments of an Englishman, in an Attempt to Circulate the Scriptures in the Peninsula",en,"Borrow, George, 1803-1881","Spain -- Description and travel; Borrow, George, 1803-1881 -- Travel -- Spain; Spain -- History -- 19th century",DP; PR,,"['DP', 'PR']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/1/415/415-0.txt
402,421,Text,2006-01-16,Kidnapped,en,"Stevenson, Robert Louis, 1850-1894",Historical fiction; Scotland -- History -- 18th century -- Fiction; Adventure and adventurers -- Fiction; Kidnapping -- Fiction,PR,Children's Literature; Adventure; Historical Fiction; Best Books Ever Listings; Movie Books,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/2/421/421.txt
403,422,Text,1996-02-01,The Romany Rye,en,"Borrow, George, 1803-1881",England -- Fiction; Adventure stories; Romanies -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/2/422/422.txt
404,423,Text,1996-02-01,Round the Red Lamp: Being Facts and Fancies of Medical Life,en,"Doyle, Arthur Conan, 1859-1930",Physicians -- Fiction; Medical fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/2/423/423.txt
406,425,Text,1996-02-01,Familiar Studies of Men and Books,en,"Stevenson, Robert Louis, 1850-1894","Literature -- History and criticism; Knox, John, approximately 1514-1572; Thoreau, Henry David, 1817-1862; Burns, Robert, 1759-1796; Whitman, Walt, 1819-1892; Hugo, Victor, 1802-1885; Villon, François, 1431-1463; Pepys, Samuel, 1633-1703; Yoshida, Shoin, 1830-1859",PN; PR,,"['PN', 'PR']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/2/425/425-0.txt
407,426,Text,1996-02-01,Tales and Fantasies,en,"Stevenson, Robert Louis, 1850-1894",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/2/426/426-0.txt
409,428,Text,1996-02-01,Frivolous Cupid,en,"Hope, Anthony, 1863-1933","Man-woman relationships -- Fiction; Short stories, English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/2/428/428.txt
419,438,Text,1996-02-01,Underwoods,en,"Stevenson, Robert Louis, 1850-1894",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/3/438/438-0.txt
422,441,Text,1996-02-01,"New Poems, and Variant Readings",en,"Stevenson, Robert Louis, 1850-1894; Osbourne, Lloyd, 1868-1947 [Author of introduction, etc.]",Love poetry; Didactic poetry,PR,Bibliomania,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/4/441/441-0.txt
432,451,Text,2006-01-09,The Shadow Line: A Confession,en,"Conrad, Joseph, 1857-1924",Sea stories; Ship captains -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/5/451/451.txt
433,452,Text,1996-03-01,"Lavengro: The Scholar, the Gypsy, the Priest",en,"Borrow, George, 1803-1881; Birrell, Augustine, 1850-1933 [Commentator]; Sullivan, Edmund J. (Edmund Joseph), 1869-1933 [Illustrator]",England -- Fiction; Romanies -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/5/452/452.txt
437,456,Text,1996-03-01,"The Door in the Wall, and Other Stories",en,"Wells, H. G. (Herbert George), 1866-1946","Short stories; Science fiction, English; Fantasy fiction, English",PR,Science Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/5/456/456-0.txt
442,461,Text,1996-03-01,The Quest of the Golden Girl: A Romance,en,"Le Gallienne, Richard, 1866-1947",Love stories; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/6/461/461.txt
445,464,Text,1996-03-01,"In the South Seas
Being an Account of Experiences and Observations in the Marquesas, Paumotus and Gilbert Islands in the Course of Two Cruises on the Yacht ""Casco"" (1888) and the Schooner ""Equator"" (1889)",en,"Stevenson, Robert Louis, 1850-1894",Oceania -- Description and travel; Polynesia -- Description and travel,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/6/464/464-0.txt
451,470,Text,1996-03-01,Heretics,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","Apologetics; Chesterton, G. K. (Gilbert Keith), 1874-1936",PR,Christianity,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/7/470/470-0.txt
452,471,Text,2006-01-16,The Bride of Lammermoor,en,"Scott, Walter, 1771-1832",Historical fiction; Psychological fiction; Love stories; Scotland -- Fiction; Women murderers -- Fiction; Arranged marriage -- Fiction,PR,Historical Fiction; Opera,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/7/471/471-0.txt
463,482,Text,1996-04-01,The Woodlanders,en,"Hardy, Thomas, 1840-1928",Psychological fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Pastoral fiction; Social classes -- Fiction; Forests and forestry -- Fiction; Arranged marriage -- Fiction; Dorset (England) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/8/482/482-0.txt
468,487,Text,1996-04-01,"Songs of Travel, and Other Verses",en,"Stevenson, Robert Louis, 1850-1894; Colvin, Sidney, 1845-1927 [Editor]",Poetry; Voyages and travels -- Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/8/487/487.txt
473,492,Text,1996-04-01,Essays in the Art of Writing,en,"Stevenson, Robert Louis, 1850-1894","Literature -- History and criticism; Authorship; Stevenson, Robert Louis, 1850-1894 -- Authorship",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/9/492/492-0.txt
474,493,Text,2006-01-09,Falk: A Reminiscence,en,"Conrad, Joseph, 1857-1924",Man-woman relationships -- Fiction; Seafaring life -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/9/493/493.txt
475,494,Text,2006-01-09,To-morrow,en,"Conrad, Joseph, 1857-1924",Ship captains -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/9/494/494-0.txt
476,495,Text,2006-01-09,Amy Foster,en,"Conrad, Joseph, 1857-1924",Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/9/495/495-0.txt
478,497,Text,1996-04-01,Tracks of a Rolling Stone,en,"Coke, Henry J. (Henry John), 1827-1916","Coke, Henry J. (Henry John), 1827-1916; West (U.S.) -- Description and travel",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/4/9/497/497-0.txt
488,507,Text,2006-01-21,Adam Bede,en,"Eliot, George, 1819-1880",Didactic fiction; England -- Fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Illegitimate children -- Fiction; Women clergy -- Fiction; Infanticide -- Fiction; Carpenters -- Fiction,PR,Historical Fiction; Banned Books from Anne Haight's list,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/0/507/507-0.txt
490,509,Text,2008-05-24,The Purcell Papers — Volume 1,en,"Le Fanu, Joseph Sheridan, 1814-1873","Fantasy fiction, English; Ireland -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/0/509/509.txt
491,510,Text,2008-05-24,The Purcell Papers — Volume 2,en,"Le Fanu, Joseph Sheridan, 1814-1873","Fantasy fiction, English; Ireland -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/510/510.txt
492,511,Text,2008-05-24,The Purcell Papers — Volume 3,en,"Le Fanu, Joseph Sheridan, 1814-1873","Fantasy fiction, English; Ireland -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/511/511.txt
502,521,Text,1996-05-01,The Life and Adventures of Robinson Crusoe,en,"Defoe, Daniel, 1661?-1731","Shipwreck survival -- Fiction; Islands -- Fiction; Crusoe, Robinson (Fictitious character) -- Fiction; Atlantic Ocean -- Fiction; Adventure stories; Castaways -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/521/521-0.txt
505,524,Text,2006-03-18,Ann Veronica: A Modern Love Story,en,"Wells, H. G. (Herbert George), 1866-1946",Feminism -- Fiction; Love stories; Sex role -- Fiction; Great Britain -- Social conditions -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/524/524.txt
506,525,Text,2006-01-09,"Youth, a Narrative",en,"Conrad, Joseph, 1857-1924",Fiction; Sea stories; Adventure stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/525/525-0.txt
507,526,Text,2006-01-09,Heart of Darkness,en,"Conrad, Joseph, 1857-1924",Africa -- Fiction; Europeans -- Africa -- Fiction; Trading posts -- Fiction; Degeneration -- Fiction; Imperialism -- Fiction; Psychological fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/526/526.txt
