,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
61136,61213,Text,2020-01-21,The 64-Square Madhouse,en,"Leiber, Fritz, 1910-1992; Burns [Illustrator]",Science fiction; Journalists -- Fiction; Computers -- Fiction; Chess -- Tournaments -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/1/61213/61213.txt
61140,61217,Text,2020-01-22,"1,492,633 Marlon Brandos",en,"Aandahl, Vance, 1942-",Science fiction; Short stories; Riots -- Fiction; Men -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/1/61217/61217.txt
61147,61224,Text,2020-01-23,"Spanish John
Being a Memoir, Now First Published in Complete Form, of the Early Life and Adventures of Colonel John McDonell, Known as ""Spanish John,"" When a Lieutenant in the Company of St. James of the Regiment Irlandia, in the Service of the King of Spain Operating in Italy",en,"McLennan, William, 1856-1904; Myrbach-Rheinfeld, Felician, Freiherr von, 1853-1940 [Illustrator]","Jacobite Rebellion, 1745-1746 -- Fiction; Italy -- Fiction; Scotland -- Fiction; M'Donell, John, 1728-1810 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/2/61224/61224-8.txt
61151,61228,Text,2020-01-24,The Big Headache,en,"Harmon, Jim, 1933-2010; Dyas [Illustrator]",Science fiction; Short stories; Scientists -- Fiction; Experiments -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/2/61228/61228.txt
61161,61238,Text,2020-01-25,"The Diary of Delia
Being a Veracious Chronicle of the Kitchen, with Some Side-Lights on the Parlour",en,"Watanna, Onoto, 1875-1954; Preston, May Wilson, 1873-1949 [Illustrator]",Diary fiction; Household employees -- Fiction; Canadian fiction -- 20th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/3/61238/61238-0.txt
61165,61242,Text,2020-01-25,The Winning of the Moon,en,"Neville, Kris, 1925-1980; Burns [Illustrator]",Science fiction; Short stories; Survival -- Fiction; Moon -- Fiction; Cold War -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/4/61242/61242.txt
61166,61243,Text,2020-01-26,The Snowbank Orbit,en,"Leiber, Fritz, 1910-1992; Mack [Illustrator]",Science fiction; Short stories; War stories; Space ships -- Fiction; Human-alien encounters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/4/61243/61243.txt
61177,61254,Text,2020-01-27,Transient,en,"Harris, William",Science fiction; Short stories; Computers -- Fiction; Laboratories -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/5/61254/61254-8.txt
61180,61257,Text,2020-01-28,World in a Mirror,en,"Teichner, Albert",Science fiction; Short stories; Human-alien encounters -- Fiction; Diplomacy -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/5/61257/61257.txt
61186,61263,Text,2020-01-28,Cultural Exchange,en,"Laumer, Keith, 1925-1993; Francis, R. D. [Illustrator]",Science fiction; Short stories; Life on other planets -- Fiction; Space colonies -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/6/61263/61263.txt
61194,61271,Text,2020-01-30,The Man Who Flew,en,"Cunningham, Charles D.",Science fiction; Short stories; Detective and mystery stories; Telepathy -- Fiction; Psychic ability -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/7/61271/61271.txt
61201,61278,Text,2020-01-31,Too Many Eggs,en,"Neville, Kris, 1925-1980",Science fiction; Short stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/7/61278/61278.txt
61204,61281,Text,2020-01-31,Heliogabalus: A Buffoonery in Three Acts,en,"Mencken, H. L. (Henry Louis), 1880-1956; Nathan, George Jean, 1882-1958","Comedies; Elagabalus, Emperor of Rome, 204-222 -- Drama",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/8/61281/61281-8.txt
61206,61283,Text,2020-02-01,The Dragon Slayers,en,"Banta, Frank",Science fiction; Short stories; Dragons -- Fiction; Venus (Planet) -- Fiction; Bureaucracy -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/8/61283/61283.txt
61208,61285,Text,2020-02-01,The Desert and the Stars,en,"Laumer, Keith, 1925-1993; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Short stories; Life on other planets -- Fiction; Space colonies -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/8/61285/61285.txt
61211,61288,Text,2020-02-01,The Real Thing,en,"Teichner, Albert",Science fiction; Short stories; Counterfeits and counterfeiting -- Fiction; Collectors and collecting -- Fiction; Art -- Forgeries -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/8/61288/61288.txt
61213,61290,Text,2020-02-02,The Old Maid (The 'Fifties),en,"Wharton, Edith, 1862-1937; Caswell, Edward C., 1879-1963 [Illustrator]",New York (N.Y.) -- Fiction; Psychological fiction; Single women -- Fiction; Domestic fiction; Cousins -- Fiction; Illegitimate children -- Fiction; Weddings -- Fiction; Birthmothers -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/9/61290/61290-0.txt
61220,61297,Text,2020-02-02,False Dawn (The 'Forties),en,"Wharton, Edith, 1862-1937; Caswell, Edward C., 1879-1963 [Illustrator]",New York (N.Y.) -- Social life and customs -- Fiction; Fathers and sons -- Fiction; Children of the rich -- Fiction; Americans -- Europe -- Fiction; Art -- Collectors and collecting -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/9/61297/61297-0.txt
61221,61298,Text,2020-02-02,The Spark (The 'Sixties),en,"Wharton, Edith, 1862-1937; Caswell, Edward C., 1879-1963 [Illustrator]","New York (N.Y.) -- Social life and customs -- Fiction; Husband and wife -- Fiction; United States -- History -- Civil War, 1861-1865 -- Veterans -- Fiction; Fathers-in-law -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/9/61298/61298-0.txt
61223,61300,Text,2020-02-02,Christmas Stories,en,"Riis, Jacob A. (Jacob August), 1849-1914","Christmas stories, American; Tenement houses -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/0/61300/61300-8.txt
61232,61309,Text,2020-02-03,Road Stop,en,"Mason, David, 1924-1974",Science fiction; Short stories; Automated vehicles -- Fiction; Automation -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/0/61309/61309.txt
61239,61316,Text,2020-02-04,The Chemically Pure Warriors,en,"Lang, Allen Kim, 1928-; Mack [Illustrator]",Science fiction; War stories; Soldiers -- Fiction; Life on other planets -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/1/61316/61316.txt
61244,61321,Text,2020-02-05,New Year's Day (The 'Seventies),en,"Wharton, Edith, 1862-1937; Caswell, Edward C., 1879-1963 [Illustrator]",New York (N.Y.) -- Social life and customs -- Fiction; Married women -- Fiction; Widows -- Fiction; Man-woman relationships -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/2/61321/61321-0.txt
61252,61329,Text,2020-02-06,Timber-Wolf,en,"Gregory, Jackson, 1882-1943",Western stories; Gold mines and mining -- Fiction; American fiction -- 20th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/2/61329/61329.txt
61255,61332,Text,2020-02-06,This Way to the Egress,en,"Fetler, Andrew, 1925-2017",Science fiction; Short stories; Psychological fiction; Executions and executioners -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/3/61332/61332.txt
61256,61333,Text,2020-02-06,The Shipshape Miracle,en,"Simak, Clifford D., 1904-1988; Jackson [Illustrator]",Science fiction; Short stories; Diamond mines and mining -- Fiction; Space ships -- Fiction; Life on other planets -- Fiction; Castaways -- Fiction; Cyborgs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/3/61333/61333.txt
61257,61334,Text,2020-02-06,When Whirlybirds Call,en,"Banta, Frank",Science fiction; Short stories; Hunting stories; Human-alien encounters -- Fiction; Life on other planets -- Fiction; Space colonies -- Fiction; Hunters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/3/61334/61334.txt
61258,61335,Text,2020-02-07,"I, Executioner",en,"Carr, Terry, 1937-1987; White, Ted, 1938-",Science fiction; Short stories; Psychological fiction; Executions and executioners -- Fiction; Telepathy -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/3/61335/61335.txt
61261,61338,Text,2020-02-07,Moments with Mark Twain,en,"Twain, Mark, 1835-1910; Paine, Albert Bigelow, 1861-1937 [Editor]",American literature,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/3/61338/61338-0.txt
61267,61344,Text,2020-02-08,The Happy Isles,en,"King, Basil, 1859-1928; Williams, John Alonzo, 1869-1951 [Illustrator]",New York (N.Y.) -- Fiction; Young men -- Fiction; Adopted children -- Fiction; Boys -- Fiction; Boston (Mass.) -- Fiction; Kidnapping victims -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/4/61344/61344.txt
61276,61353,Text,2020-02-09,Saline Solution,en,"Laumer, Keith, 1925-1993; Finlay, Virgil, 1914-1971 [Illustrator]",Science fiction; Short stories; Miners -- Fiction; Retief (Fictitious character) -- Fiction; Mines and mineral resources -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/5/61353/61353.txt
61278,61355,Text,2020-02-09,The Abandoned of Yan,en,"Daley, Donald F.",Science fiction; Short stories; Husband and wife -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/5/61355/61355.txt
61290,61367,Text,2020-02-10,Another Earth,en,"Evans, David; Landau, Al",Science fiction; Short stories; Astronauts -- Fiction; Experiments -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/6/61367/61367.txt
61294,61371,Text,2020-02-11,Captain of the Kali,en,"Wright, Gary, 1930-2004; Giunta, John, 1920-1970 [Illustrator]",Science fiction; Short stories; War stories; Ships -- Fiction; Life on other planets -- Fiction; Naval battles -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/7/61371/61371.txt
61295,61372,Text,2020-02-11,The Cruise of the Catalpa: A Poem,en,"Breslin, John (John Joseph), 1830?-1887",Fenians -- Poetry; Catalpa (Bark) -- Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/7/61372/61372-0.txt
61297,61374,Text,2020-02-13,Countdown,en,"Grow, Julian F.",Science fiction; Short stories; Cold War -- Fiction; Nuclear weapons -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/7/61374/61374.txt
61303,61380,Text,2020-02-11,The Five Hells of Orion,en,"Pohl, Frederik, 1919-2013; Schelling, George, 1938- [Illustrator]",Science fiction; Space ships -- Fiction; Human-alien encounters -- Fiction; Abduction -- Fiction; Interstellar travel -- Fiction; Astral projection -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/8/61380/61380.txt
61310,61387,Text,2020-02-12,Rundown,en,"Lory, Robert, 1936-",Science fiction; Short stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/8/61387/61387.txt
61312,61389,Text,2020-02-12,"Die, Shadow!",en,"Budrys, Algis, 1931-2008; Finlay, Virgil, 1914-1971 [Illustrator]",Science fiction; Short stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/8/61389/61389.txt
61318,61395,Text,2020-02-23,Streets of Night,en,"Dos Passos, John, 1896-1970",Boston (Mass.) -- Fiction; Interpersonal relations -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/9/61395/61395-0.txt
61320,61397,Text,2020-02-13,The Faces Outside,en,"McAllister, Bruce, 1946-",Science fiction; Short stories; Man-woman relationships -- Fiction; Human-alien encounters -- Fiction; Psychic ability -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/3/9/61397/61397.txt
61328,61405,Text,2020-02-14,Down to the Worlds of Men,en,"Panshin, Alexei, 1940-; Nodel, Norman, 1922-2000 [Illustrator]",Science fiction; Survival -- Fiction; Space ships -- Fiction; Space colonies -- Fiction; Teenage girls -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/0/61405/61405.txt
61335,61412,Text,2020-02-15,The Course of Logic,en,"Del Rey, Lester, 1915-1993; Giunta, John, 1920-1970 [Illustrator]",Science fiction; Short stories; Extraterrestrial beings -- Fiction; Human-alien encounters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/1/61412/61412.txt
61337,61414,Text,2020-02-15,Threlkeld's Daughter,en,"Bell, James",Science fiction; Short stories; Fathers and daughters -- Fiction; Extraterrestrial beings -- Fiction; Human-alien encounters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/1/61414/61414.txt
61347,61424,Text,2020-02-16,The Customs Lounge,en,"Proulx, Annie, 1935-",Science fiction; Short stories; Extraterrestrial beings -- Fiction; Human-alien encounters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/2/61424/61424.txt
61353,61430,Text,2020-02-17,Manners and Customs of the Thrid,en,"Leinster, Murray, 1896-1975; Nodel, Norman, 1922-2000 [Illustrator]",Science fiction; Short stories; Prisoners -- Fiction; Manners and customs -- Fiction; Human-alien encounters -- Fiction; Escapes -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/3/61430/61430.txt
61355,61432,Text,2020-02-17,Forest Pictures in the Adirondacks,en,"Street, Alfred Billings, 1811?-1881; Hows, John Augustus, 1832-1874 [Illustrator]",Adirondack Mountains (N.Y.) -- Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/3/61432/61432-0.txt
61357,61434,Text,2020-02-17,Mightiest Qorn,en,"Laumer, Keith, 1925-1993; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/3/61434/61434.txt
61362,61439,Text,2020-02-18,The Time of Cold,en,"Carlson, Mary",Science fiction; Short stories; Survival -- Fiction; Extraterrestrial beings -- Fiction; Human-alien encounters -- Fiction; Life on other planets -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/3/61439/61439.txt
61372,61449,Text,2020-02-18,Persephone of Eleusis: A Romance of Ancient Greece,en,"Harris, Clare Winger, 1891-1968",Greece -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/4/61449/61449-0.txt
61377,61454,Text,2020-02-20,Sketches of Gotham,en,"Swift, Ike","New York (N.Y.) -- Fiction; Short stories, American; Young women -- Fiction; Single women -- Fiction; Man-woman relationships -- Fiction; Working class women -- Fiction; Women dancers -- Fiction; Nightlife -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/5/61454/61454-0.txt
61382,61459,Text,2020-02-20,The Governor of Glave,en,"Laumer, Keith, 1925-1993; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Life on other planets -- Fiction; Space colonies -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/5/61459/61459.txt
61390,61467,Text,2020-02-21,Muck Man,en,"Dodge, Fremont; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Short stories; Survival -- Fiction; Prisoners -- Fiction; Life on other planets -- Fiction; Metamorphosis -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/6/61467/61467.txt
61397,61474,Text,2020-02-21,Strain,en,"Hubbard, L. Ron (La Fayette Ron), 1911-1986; Schneeman, Charles, 1912-1972 [Illustrator]",Science fiction; Short stories; War stories; Soldiers -- Fiction; Prisoners of war -- Fiction; Torture -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/7/61474/61474.txt
61404,61481,Text,2020-02-22,Silence is—Deadly,en,"Shurtleff, Bertrand, 1897-1967; Kolliker, William A., 1905-1995 [Illustrator]","Science fiction; United States. Navy -- Fiction; Inventors -- Fiction; Radio -- Fiction; World War, 1939-1945 -- Naval operations -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/8/61481/61481.txt
61420,61497,Text,2020-02-24,The Eagles Gather,en,"Kelleam, Joseph E. (Joseph Everidge), 1913-1975; Schneeman, Charles, 1912-1972 [Illustrator]",Science fiction; Short stories; Mercenary troops -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/9/61497/61497.txt
61421,61498,Text,2020-02-24,If You're Smart—,en,"Jameson, Malcolm, 1891-1945; Kolliker, William A., 1905-1995 [Illustrator]",Science fiction; Short stories; Capitalists and financiers -- Fiction; Inventors -- Fiction; Stock exchanges -- Fiction; Titan (Satellite) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/9/61498/61498.txt
61422,61499,Text,2020-02-24,Monopoly,en,"Phillips, Vic; Roberts, Scott; Kolliker, William A., 1905-1995 [Illustrator]",Science fiction; Adventure stories; Venus (Planet) -- Fiction; Revolutions -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/4/9/61499/61499-8.txt
61427,61504,Text,2020-02-24,Forever is Not So Long,en,"Reeds, F. Anton, 1907-1970; Orban, Paul, 1896-1974 [Illustrator]","Science fiction; Short stories; Time travel -- Fiction; World War, 1939-1945 -- Fiction; Inventions -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/5/0/61504/61504.txt
